service_id,product_id
0a3507e2-3a7c-47e2-8dab-99164e3f833a,0be7ec46-8908-4ade-8088-0eb7c8da7ccf
d8813284-2ca0-40c7-9968-b5ff198b95dc,0be7ec46-8908-4ade-8088-0eb7c8da7ccf
fb44f69a-6371-4e40-b4da-4be87bce594e,0be7ec46-8908-4ade-8088-0eb7c8da7ccf
63182178-ed80-4d13-874e-16dc78a44473,0f881bce-1475-4a15-99fe-85b8cf55079c
63182178-ed80-4d13-874e-16dc78a44473,114f2b97-da0a-40bb-abc9-e66ed7e9894f
3c6b2b10-2f9c-4c0f-b856-cd0a47230e59,145c9ed3-8c9c-4128-9ae0-934937c6dcb9
9412c518-b61e-4110-98c4-bfe9115fe53e,145c9ed3-8c9c-4128-9ae0-934937c6dcb9
95842880-4f7b-404d-9782-40d106ba5c91,17285d36-1d45-4608-a8ae-b3d3878df7a2
c83d5a32-80e3-476c-9b42-afa08c962929,202a8535-af67-4dca-8c77-502b7c7a8047
a797c845-ca2b-4ede-8762-25dbbd266645,2151903e-3d4f-4af2-98cf-77ef6b2451a1
c1dc34c2-cd56-41e4-ac75-21b56230359c,2151903e-3d4f-4af2-98cf-77ef6b2451a1
cc57e50b-ba86-45ac-a865-20eea128c4ac,22c00b2a-5b45-498e-a5a5-1ae4f4790239
d57ab2c9-1f6f-48f2-8d9a-9b4281560149,22c00b2a-5b45-498e-a5a5-1ae4f4790239
d9cfe3f3-0bce-4d78-b046-aa03d8832d83,22c00b2a-5b45-498e-a5a5-1ae4f4790239
50f58d2c-78ff-4bef-bc1c-264f5defad51,246225ab-c143-4852-88c5-906d022e11d8
5b11f339-c3b4-4b13-8aee-a165d22bc140,249fbe72-9611-456d-8cb7-581501c36202
28930d9c-a246-4ad8-afd9-37692228d3e3,24b4233d-45e4-4078-8d5a-c98ed07b6f38
6ffab0a6-e4c1-4273-8bcc-48b3a1450713,24b4233d-45e4-4078-8d5a-c98ed07b6f38
aef105f0-a041-437f-8647-1cade8dd24ec,24b4233d-45e4-4078-8d5a-c98ed07b6f38
da8cf4de-e95a-43d0-9e16-c386d94ff3bc,24b4233d-45e4-4078-8d5a-c98ed07b6f38
b5048cc7-0aaf-4af6-bba2-f08514213987,2af47f24-f194-42ce-9bdd-e33ff1ff8450
44cd0a7e-8e4b-40b3-a889-5f8cfed3a4f9,2cfa591c-9833-4b9b-ac0c-e0e19a07857f
742f5448-6eb6-497d-917b-4c25e7bb6f68,2f192925-f105-4b3c-8057-fffb1218721e
5896fe9b-6b95-43a8-b044-2de8c666c7c7,30e2e767-a26b-47dc-b26f-7fa673888fd9
0d1b4175-2904-4f54-9cc7-66252f0bf063,3297d419-9de1-4c82-9f55-628fd6efce7f
b33dc0fd-cd8d-4c0c-b5c7-45cc2d930947,333807a1-a6df-45ec-a67d-08bf9d5ba08f
ae6299e7-9594-4060-86cb-7f471e3810cf,35f82fdf-7ac4-4f23-ac09-1649ac0e43e6
77297542-6df3-4fc0-9463-8ac4722b3e6d,3885d667-d360-4edf-8c2f-0637c3d37bf0
dc62e069-8c81-44eb-9e51-cb364c8fb9f5,388d6265-0c9d-45d8-bbc1-70fc17eeb539
87f591e3-cba6-4d80-b371-5fef93f3248b,388e6545-3ea0-43f3-a183-e1fe6db83334
97f49cd9-ff4b-4765-8c72-b7e200e7100d,388e6545-3ea0-43f3-a183-e1fe6db83334
22d29b63-f3f3-4105-bcc9-9cad291c18e6,397d8547-6704-4091-a958-3928c0f1ef21
30b32fc4-e966-429e-a865-fb76dea140bf,397d8547-6704-4091-a958-3928c0f1ef21
921d7f9c-b0f3-490a-a0db-6ed882058ab5,397d8547-6704-4091-a958-3928c0f1ef21
44cd0a7e-8e4b-40b3-a889-5f8cfed3a4f9,3b9d6aaf-3506-4f38-8915-1feb0e089c2f
f35b75d1-1ef2-42e4-bfcc-a1150bcd4fd5,3f9e6111-af76-4520-9d25-4e22f7c1d5d0
4a4e1670-9cad-4dc0-a2bd-9e4221fa2a8d,41986f90-8525-4232-90d1-f2aa2a0bb4fa
5823477f-4d25-4380-9709-465201533f4f,41986f90-8525-4232-90d1-f2aa2a0bb4fa
01937461-2dc1-469f-b4d2-34b26d110aae,43a2923b-b2c4-4ae6-a4b0-9ac42d9659b4
3e88c645-9131-4d77-b44d-4ae5977e1a22,43a2923b-b2c4-4ae6-a4b0-9ac42d9659b4
af62af62-65c2-4764-9e43-7f5e44c42e68,43a2923b-b2c4-4ae6-a4b0-9ac42d9659b4
d4ef8389-951d-4c34-b823-e628e710a823,43a2923b-b2c4-4ae6-a4b0-9ac42d9659b4
7565afcb-547d-404d-983d-e0c67c66aef0,491ed41b-5fe3-407d-9f9d-0ee4b4eb3d34
ca617fc2-5a99-44f0-a1f2-c470506cc4d5,499a2f60-28e5-4142-960a-c5a866630d0b
3b189a96-dd6a-474b-b945-bd84b72b6140,4b1fc9ab-0123-451b-9644-dc94a55d49ff
481fdef8-d3ed-44f0-b785-c1d14fedb51f,4b1fc9ab-0123-451b-9644-dc94a55d49ff
a0d7fb6b-2800-4f00-ad19-b578d61058aa,4c22d4e1-6bec-4b70-90bd-69714e2fcb4b
0d1b4175-2904-4f54-9cc7-66252f0bf063,51fd50ec-e8ef-4a9a-a3eb-aff26848358e
2186285d-9cd6-4776-99c3-28f63ab50b34,51fd50ec-e8ef-4a9a-a3eb-aff26848358e
d4ef8389-951d-4c34-b823-e628e710a823,51fd50ec-e8ef-4a9a-a3eb-aff26848358e
8493255a-9f0e-4cc3-8217-8115628656fc,525d7e6c-bf1d-4bb9-8e33-8a3eda32e149
4c442b88-2851-4e9f-8aac-b37d5759f32e,53755570-4551-4aa6-8df3-9a13fbd3e118
bfcf67a1-1066-449a-84d4-0750e4ab31c3,53996f2a-2582-477c-a6c4-74321a395c38
72c87d5a-a403-4dd7-af71-a8f1ab621d37,55eecd7a-34d2-47e0-b3c8-d3f5aa79393a
bebcc69e-765f-43fc-acf9-32b1333689f9,578fd19f-2b2d-4818-bbc4-9d3f5bff0d82
63182178-ed80-4d13-874e-16dc78a44473,59bdb3c3-6adc-4f6a-971a-75d80dc52dfc
ca617fc2-5a99-44f0-a1f2-c470506cc4d5,5b57afbe-2424-4578-b035-c482f23ceeb6
e9ad7202-c75b-40ac-9f10-3f441feba765,5b57afbe-2424-4578-b035-c482f23ceeb6
1572b70a-43a2-4afe-8365-3bc33053cd6a,5b7a2529-3833-49b2-ab63-19558da18c8a
31bf0b8c-3db8-469e-acde-d78646e4d522,5b7a2529-3833-49b2-ab63-19558da18c8a
6fab5a47-b490-4da1-8f48-92d6cb1d89c4,5b7a2529-3833-49b2-ab63-19558da18c8a
edc32221-f3b1-480f-8177-99819ab9b27c,5cfc80e7-2fa7-4252-b9c3-416367d4e2b4
d4ef8389-951d-4c34-b823-e628e710a823,604bfdee-8679-4053-8dd3-6407621c7e94
8e84f7f0-07df-4276-9d8a-2193d3216b4a,6499ffa6-1fdd-4d6d-bf16-81cfe17336f9
5896fe9b-6b95-43a8-b044-2de8c666c7c7,65dc782e-a89a-4aa8-b91b-b7ab72fb0dab
9aa5f276-9544-4c6d-9c36-7d1004121270,65dc782e-a89a-4aa8-b91b-b7ab72fb0dab
e167de95-f66a-41c3-ac30-63ce3f056014,661c78e6-706b-4f55-8fb9-c4a414f12ec3
9aa5f276-9544-4c6d-9c36-7d1004121270,679de7c9-c906-4665-bc87-11012479389f
14611ceb-801c-4ec0-b34a-a93029c9e820,6921bb08-69cc-4394-bf7e-7062a245af03
126fa040-84fd-4bbd-af6f-97a0ed07b5e1,6abe140c-d1e2-46ac-8f7b-fffac609a3f5
40c1c058-0d53-4b0a-852f-a80bdfb4dde8,6abe140c-d1e2-46ac-8f7b-fffac609a3f5
50f58d2c-78ff-4bef-bc1c-264f5defad51,6bb0f283-9358-40c0-81de-9ae2b69c2709
60798723-953e-4a5c-adc1-165e04f30dcd,6bb0f283-9358-40c0-81de-9ae2b69c2709
30b32fc4-e966-429e-a865-fb76dea140bf,6c1123ec-02e0-47b2-8970-e46ac288fb1a
8f624f8b-0383-481f-9b5f-9e942e05f5be,6c1123ec-02e0-47b2-8970-e46ac288fb1a
60469fe8-a40a-4aac-b444-e596293d3f65,701d6d96-12ec-48c4-a93c-82cd6242c01e
87ba51fd-a62b-4200-b30b-bda7edeb1c22,701d6d96-12ec-48c4-a93c-82cd6242c01e
25d75cd0-e0ab-48da-946b-a97b51ab7ea0,727e5607-70ad-432f-b254-da41e81278df
ca617fc2-5a99-44f0-a1f2-c470506cc4d5,727e5607-70ad-432f-b254-da41e81278df
90e713c0-5df2-4fb7-82d9-3e183e948174,73491289-74b4-469d-ac43-0a75215da592
f412121f-359c-4065-a251-1f3b1710173c,73491289-74b4-469d-ac43-0a75215da592
0299fddd-4aa1-4bb5-8ed4-7f6728b10c91,76b28c63-610d-462b-9f07-0f02e457e190
3b34ce80-47de-4396-8cc0-d62775b4131c,7704c268-8b24-4e4a-8332-5a88f637eb3e
cbc7fb9f-ca8e-4103-aed4-707fde9d0cd6,7704c268-8b24-4e4a-8332-5a88f637eb3e
802a73df-ee67-499a-b47c-a92087b449a4,7917fb45-1e14-4845-b7ec-ff4437967ee0
cdf85cab-f9e1-47c4-8311-5399b34aa01a,7917fb45-1e14-4845-b7ec-ff4437967ee0
4e5bf684-17df-4a2c-be2a-605a8193f135,79da9a49-f8bc-4679-8b7b-d56505363386
208573d3-7be7-4e38-947d-bef537dca8e3,7b4acfaa-3cfb-49db-b224-6df601dde078
6f7590a5-16ee-4ace-b65a-2933ec629a0a,7b4acfaa-3cfb-49db-b224-6df601dde078
7565afcb-547d-404d-983d-e0c67c66aef0,7b4acfaa-3cfb-49db-b224-6df601dde078
481fdef8-d3ed-44f0-b785-c1d14fedb51f,7cb90329-ff91-4da0-82da-d4015d047c68
6b839c6e-b5e6-4a60-bb4b-e9a5778fb825,7cb90329-ff91-4da0-82da-d4015d047c68
74f85f4e-6c94-4c35-b020-a78d5fd0bccb,7cb90329-ff91-4da0-82da-d4015d047c68
0a3507e2-3a7c-47e2-8dab-99164e3f833a,7ed045a7-bb73-45f6-96ee-000dc6950c79
c732a58b-c41b-4ab6-a131-d6608c2ff62b,7ed045a7-bb73-45f6-96ee-000dc6950c79
6fab5a47-b490-4da1-8f48-92d6cb1d89c4,7fda5c7c-1e82-47bc-b46b-e2e5176e7387
8da39913-ab27-4030-823c-c02fa3842404,7fda5c7c-1e82-47bc-b46b-e2e5176e7387
8f624f8b-0383-481f-9b5f-9e942e05f5be,7fda5c7c-1e82-47bc-b46b-e2e5176e7387
10e6d57e-636b-41ea-b7e9-e93649c23edc,84785838-d7b1-41c8-933f-0fd7bceef51a
c41eb8b6-2365-49b9-be79-89481cf53616,84785838-d7b1-41c8-933f-0fd7bceef51a
14611ceb-801c-4ec0-b34a-a93029c9e820,850944da-7a93-48a1-aac7-c6f47ff8a135
5823477f-4d25-4380-9709-465201533f4f,850944da-7a93-48a1-aac7-c6f47ff8a135
91d56ce4-f0e3-47aa-810f-48e5794d8f75,8512e187-e241-47cd-886a-a99374c6ccfc
9cf0df92-9664-4aba-b1a3-50f3464ced91,8512e187-e241-47cd-886a-a99374c6ccfc
7565afcb-547d-404d-983d-e0c67c66aef0,86dbcde5-12d9-4cbd-9684-6a42d0e40fc4
f412121f-359c-4065-a251-1f3b1710173c,86dbcde5-12d9-4cbd-9684-6a42d0e40fc4
7565afcb-547d-404d-983d-e0c67c66aef0,878eb02f-76bd-4fe4-b5d6-b0f0b8c316a7
8da39913-ab27-4030-823c-c02fa3842404,878eb02f-76bd-4fe4-b5d6-b0f0b8c316a7
